online_order,book_table,location,rest_type,dish_liked,cuisines,avg_cost,type,success
No,No,Whitefield,Quick Bites,Not specified,"North Indian, Sandwich",150.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,"Fast Food, Chinese, Street Food",200.0,Delivery,0
No,No,Whitefield,Casual Dining,Not specified,North Indian,300.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,Chinese,200.0,Delivery,0
No,No,Whitefield,Food Court,Not specified,Pizza,250.0,Delivery,0
No,No,Whitefield,Delivery,Gongura Chicken Biryani,"Andhra, South Indian, North Indian, Biryani",200.0,Delivery,0
No,No,Whitefield,Casual Dining,Not specified,"North Indian, South Indian",400.0,Delivery,0
No,No,Whitefield,Delivery,Not specified,"North Indian, Kashmiri",200.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,Bengali,100.0,Delivery,0
No,No,Whitefield,Food Court,"Chaat, Gulab Jamun, Raj Kachori, Chole, Bhel Puri, Biryani, Veg Thali",North Indian,200.0,Delivery,0
No,No,Whitefield,"Takeaway, Delivery",Not specified,"Mughlai, Biryani, Chinese, North Indian",100.0,Delivery,0
No,No,Whitefield,Casual Dining,"Biryani, Paratha, Tandoori Chicken, Butter Chicken, Dal Makhani",North Indian,225.0,Delivery,0
No,No,Whitefield,"Takeaway, Delivery","Rabri, Shahi Tukda, Paratha, Fruit Custard, Kheer, Malpua, Wings","North Indian, Chinese, Biryani",225.0,Delivery,1
No,No,Whitefield,Quick Bites,Not specified,"North Indian, Chinese",200.0,Delivery,0
Yes,Yes,Whitefield,Casual Dining,"Wheat Beer, Cocktails, Singapore Noodles, Mushroom Dumpling, Dumplings, Spring Roll, Pork Ribs",Asian,750.0,Delivery,1
No,Yes,Whitefield,Casual Dining,"Raita, Lassi, Appam, Halwa",South Indian,600.0,Delivery,0
No,No,Whitefield,"Takeaway, Delivery",Not specified,"Bakery, Desserts",300.0,Delivery,0
No,No,Whitefield,"Takeaway, Delivery",Not specified,"Desserts, Bakery",125.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,"North Indian, Chinese, Rolls",125.0,Delivery,0
No,No,Whitefield,Delivery,Not specified,Desserts,375.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,"North Indian, Chinese",150.0,Delivery,0
No,No,Whitefield,Sweet Shop,Not specified,"Mithai, Street Food",100.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,"South Indian, Chinese, Seafood",200.0,Delivery,0
No,No,Whitefield,Dessert Parlor,Not specified,"Desserts, Bakery",200.0,Delivery,0
No,No,Whitefield,Delivery,Not specified,Biryani,325.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,"South Indian, Chinese, North Indian",150.0,Delivery,0
No,No,Whitefield,Delivery,Not specified,"Bengali, North Indian, Chinese",200.0,Delivery,0
No,No,Whitefield,Dessert Parlor,Not specified,"Ice Cream, Desserts",100.0,Delivery,0
Yes,No,Whitefield,Casual Dining,"Lassi, Hyderabadi Biryani, Tandoori Chicken, Lemon Chicken, Chicken Dum Biryani, Prawn Biryani, Boneless Biryani","Biryani, Hyderabadi, Andhra, North Indian",400.0,Delivery,1
No,No,Whitefield,"Takeaway, Delivery",Not specified,"North Indian, Chinese, South Indian",200.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,Bengali,150.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,"Bengali, Mughlai, North Indian",125.0,Delivery,0
Yes,No,Whitefield,Quick Bites,"Paratha, Thali","North Indian, Chinese, Street Food, Sandwich",200.0,Delivery,0
Yes,No,Whitefield,Quick Bites,Not specified,"North Indian, Chinese, Andhra",250.0,Delivery,0
No,No,Whitefield,Delivery,Not specified,North Indian,150.0,Delivery,0
No,No,Whitefield,Delivery,"Chicken Kolhapuri, Biryani","North Indian, Chinese, Mughlai",250.0,Delivery,0
No,No,Whitefield,Delivery,Not specified,"North Indian, Chinese, Biryani",250.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,"North Indian, Chinese, Bengali, Biryani",250.0,Delivery,0
Yes,No,Brookefield,Quick Bites,Not specified,"North Indian, Chinese",350.0,Delivery,0
No,No,Whitefield,"Takeaway, Delivery",Not specified,"Biryani, North Indian, Mughlai",250.0,Delivery,0
No,Yes,Whitefield,Casual Dining,"Breakfast Buffet, Paratha, Rice","North Indian, Chinese, South Indian, Continental",550.0,Delivery,0
Yes,No,Whitefield,Quick Bites,"Dal Makhani, Thali, Shahi Paneer",North Indian,250.0,Delivery,0
Yes,No,Whitefield,Casual Dining,"Chicken Guntur, Andhra Meal, Chicken Tikka Masala, Chicken Biryani, Hyderabadi Biryani, Dum Biryani, Lime Soda","North Indian, Chinese, Biryani, Andhra",400.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,North Indian,200.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,South Indian,100.0,Delivery,0
Yes,Yes,Whitefield,Casual Dining,"Rasgulla, Dal Bati, Rajasthani Thali, Kachori, Churma, Jal-jeera, Rasmalai",Rajasthani,400.0,Delivery,1
Yes,No,Whitefield,Quick Bites,Dum Biryani,"North Indian, Chinese, Biryani, Seafood",300.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,North Indian,150.0,Delivery,0
No,No,Whitefield,Quick Bites,Chai,"North Indian, Street Food",200.0,Delivery,0
Yes,No,Brookefield,Casual Dining,"Chicken Lollipop, Idiyappam, Chicken Biryani, Fried Rice, Roti, Kerala Parotta, Pepper Chicken","Mughlai, Chinese, Kerala",300.0,Delivery,0
Yes,No,Whitefield,Delivery,Not specified,"North Indian, Chinese, Biryani",225.0,Delivery,0
No,No,Whitefield,Delivery,"Cup Cake, Chocolate Truffle",Desserts,150.0,Delivery,1
Yes,No,Whitefield,Casual Dining,"Butter Chicken, Lassi, Thali, Dal Makhani, Mutton Roganjosh, Paneer Tikka, Malai Kofta","North Indian, Mughlai",400.0,Delivery,1
Yes,No,Whitefield,Quick Bites,Not specified,"Andhra, Biryani, North Indian",150.0,Delivery,0
Yes,No,Whitefield,Food Court,Not specified,"South Indian, North Indian, Chinese",200.0,Delivery,0
Yes,No,Whitefield,Casual Dining,"Deluxe Thali, Mango Lassi, Hara Bhara Kebab, Jumbo Lassi, Jal-jeera, Amritsari Paneer, Gulab Jamun","Chinese, North Indian",450.0,Delivery,1
No,No,Whitefield,Casual Dining,Not specified,"Kerala, Biryani, Seafood, North Indian, Chinese",300.0,Delivery,0
Yes,No,"ITPL Main Road, Whitefield","Takeaway, Delivery",Not specified,"North Indian, Gujarati",150.0,Delivery,1
Yes,No,Whitefield,Casual Dining,"Paneer Tikka Masala, Hyderabadi Chicken Biryani","North Indian, Chinese, Andhra, Biryani",350.0,Delivery,0
Yes,No,Whitefield,Quick Bites,Not specified,"North Indian, Chinese, Continental, Biryani, Thai",175.0,Delivery,0
No,No,KR Puram,Quick Bites,Not specified,"North Indian, Chinese",200.0,Delivery,0
Yes,No,Whitefield,Quick Bites,Not specified,"Fast Food, North Indian",150.0,Delivery,0
No,No,Whitefield,Casual Dining,"Sea Food, Murgh Ghee Roast, Chicken Handi","Chinese, North Indian, Mangalorean",300.0,Delivery,1
No,No,Whitefield,Casual Dining,"Chicken Steak, Cheese Balls","Continental, Italian, Pizza",350.0,Delivery,0
Yes,Yes,Whitefield,Casual Dining,"Appam, Risotto, Gulab Jamun, Halwa, Fish, Vegetable Stew, Tiramisu","Italian, North Indian",500.0,Delivery,1
Yes,No,Whitefield,Quick Bites,Not specified,"North Indian, Burger, Sandwich, Chinese",200.0,Delivery,0
No,No,Whitefield,"Takeaway, Delivery",Chocolate Popcorn,Fast Food,250.0,Delivery,1
Yes,No,Whitefield,Casual Dining,Not specified,"North Indian, Chinese, Arabian",300.0,Delivery,0
Yes,No,Whitefield,Food Court,Not specified,South Indian,200.0,Delivery,0
Yes,No,Whitefield,Quick Bites,Not specified,"Fast Food, North Indian, Street Food",150.0,Delivery,0
Yes,No,Whitefield,"Beverage Shop, Quick Bites",Not specified,"Fast Food, Beverages",200.0,Delivery,0
No,Yes,Whitefield,"Casual Dining, Pub","Beer, Cocktails, Burgers, Chicken Nachos, Mocktails, Stout, Margarita","European, American",850.0,Delivery,1
No,No,KR Puram,Quick Bites,Not specified,"Chinese, Thai",200.0,Delivery,0
No,No,"ITPL Main Road, Whitefield",Beverage Shop,Not specified,"Beverages, Sandwich, Desserts",100.0,Delivery,0
No,No,Whitefield,Cafe,Not specified,Cafe,275.0,Delivery,0
No,No,Whitefield,Quick Bites,Pasta,"North Indian, Chinese",250.0,Delivery,0
Yes,No,Whitefield,Casual Dining,"Buttermilk, Chicken Biryani, Lassi, Tandoori Chicken, Bamboo Biryani, Mutton Biryani, Vegetable Biryani","North Indian, Mughlai, Andhra, Biryani",500.0,Delivery,0
Yes,No,Whitefield,Quick Bites,Not specified,"Italian, Pizza",300.0,Delivery,0
Yes,No,Whitefield,Quick Bites,"Burgers, Chicken Roll, Rolls, Fries, Wings, Tandoori Momos, Chicken Grill","North Indian, Fast Food, Burger, BBQ",225.0,Delivery,1
Yes,No,Whitefield,Casual Dining,Chicken Biryani,"Biryani, Andhra",400.0,Delivery,0
No,No,Whitefield,Quick Bites,Not specified,Biryani,100.0,Delivery,0
Yes,Yes,Whitefield,"Cafe, Dessert Parlor","Pizza, Cheesecake, Burgers, Pasta, Waffles, Veg Burger, Chocolate Cake","American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",450.0,Desserts,1
Yes,No,Whitefield,Cafe,"Burgers, Waffles, Chocolava, Coffee, Pasta, Chocolate Cake, Brownie","Cafe, Italian, Fast Food, Desserts",275.0,Desserts,1
Yes,Yes,Whitefield,"Bakery, Cafe","Pizza, Cheesecake, Pasta, Risotto, Chicken Burger, Sandwich, Hot Chocolate","Bakery, Cafe, Italian, Desserts",300.0,Desserts,1
Yes,No,Whitefield,Food Court,"Hot Chocolate Fudge, Fudge Cake, Apple Pie, Thick Shakes","Ice Cream, Desserts",200.0,Desserts,1
No,No,Whitefield,Dessert Parlor,"Cappuccino, Coffee, Hot Chocolate, Mango Waffles, Nutella Waffle, Belgium Waffles, Chocolate Waffles",Desserts,200.0,Desserts,1
Yes,No,Whitefield,"Dessert Parlor, Cafe","Burgers, Paan Ice Cream, Butter Chicken Pizza, Peri Peri Chicken Burger, Caramel Custard, Cheesecake, Hot Chocolate","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",250.0,Desserts,1
Yes,No,Whitefield,Casual Dining,Not specified,"South Indian, North Indian, Chinese, Biryani, Beverages",250.0,Desserts,0
Yes,No,Whitefield,"Dessert Parlor, Cafe","Cheesecake, Chocolate Sundae, Gooey Chocolate Cake, Cup Cake, Coffee, Rainbow Cake, Hot Chocolate","Desserts, Cafe, Continental",350.0,Desserts,1
Yes,No,Whitefield,Bakery,"Cup Cake, Brownie","Bakery, Fast Food",75.0,Desserts,1
Yes,No,Whitefield,Delivery,"Hyderabadi Chicken, Murgh Khurchan, Rajma, Brownie Chocolate, Cabbage Salad, Raita, Chicken Curry","Healthy Food, North Indian, Biryani, Continental, Desserts",250.0,Desserts,1
Yes,No,Whitefield,Dessert Parlor,"Chocolate Devotion, Pomegranate Sorbet, Waffles, Brownie, Apple Pie, Cheesecake Ice Cream, Coffee","Ice Cream, Desserts",200.0,Desserts,1
Yes,No,Whitefield,"Dessert Parlor, Quick Bites","Waffles, Coffee, Pizza, Burgers, Hot Chocolate, Brownie, Fries","Desserts, Cafe",300.0,Desserts,0
Yes,Yes,Whitefield,"Pub, Casual Dining","Pizza, Beer, Cocktails, Nachos, Pasta, Moo Burger, Noodles","Finger Food, American, Continental, Burger, Pizza",750.0,Desserts,1
Yes,No,Whitefield,Food Court,"Donut, Coffee, Cup Cake, Choco Bomb, Waffles, Chocolate Decadence, Melted Chocolate","Bakery, Desserts, Beverages",225.0,Desserts,1
Yes,No,Whitefield,"Sweet Shop, Quick Bites",Not specified,"Mithai, Street Food",200.0,Desserts,1
Yes,No,Whitefield,Bakery,Chocolate Cake,"Bakery, Desserts",250.0,Desserts,1
Yes,No,Whitefield,Dessert Parlor,Tender Coconut Ice Cream,"Ice Cream, Desserts",225.0,Desserts,0
Yes,No,Whitefield,Food Court,"Thick Shakes, Rasmalai, Milk Shake","Beverages, Desserts, Ice Cream",200.0,Desserts,0
No,No,Whitefield,Bakery,Not specified,"Bakery, Desserts",200.0,Desserts,1
Yes,No,Whitefield,Cafe,Not specified,Cafe,375.0,Desserts,1
No,No,Whitefield,Casual Dining,"Pizza, Salad, Banana Toffee Cheesecake, Caramel Custard, Croissants, Crepe, Creme Brulee","French, Pizza, Bakery",500.0,Desserts,1
No,No,Whitefield,Dessert Parlor,"Panipuri, Guava Ice Cream","Ice Cream, Desserts",100.0,Desserts,1
Yes,No,Whitefield,Dessert Parlor,"Vanilla Ice Cream, Hot Chocolate Fudge, Chocolate Icecreams","Desserts, Ice Cream",150.0,Desserts,1
Yes,No,Whitefield,Dessert Parlor,"Donut, Filter Coffee, Chocolate Doughnut, Custard","Desserts, Beverages",150.0,Desserts,1
No,No,Whitefield,Sweet Shop,Not specified,Mithai,125.0,Desserts,0
No,No,Whitefield,Cafe,Not specified,"Cafe, Continental, Desserts",400.0,Desserts,1
No,No,Whitefield,Quick Bites,Aloo Tikki Chat,"Mithai, Street Food",75.0,Desserts,1
Yes,No,Whitefield,Beverage Shop,Not specified,"Beverages, Ice Cream",100.0,Desserts,1
Yes,No,Whitefield,Dessert Parlor,"Coffee, Hot Chocolate, Raspberry Sorbet, Cheesecake Ice Cream, Chocolate Sundae","Desserts, Ice Cream",400.0,Desserts,1
No,No,Whitefield,Bakery,"Opera Cake, Cup Cake, Red Velvet, Chocolate Mousse",Bakery,125.0,Desserts,1
Yes,No,Whitefield,Delivery,"Cheesecake, Chocolate Decadence, Pancakes","Bakery, Desserts",250.0,Desserts,1
Yes,No,Whitefield,Casual Dining,"Pizza, Pasta Carbonara, Omelette, Salad, Mojito, Lasagne, Sandwich","European, French, Salad",750.0,Desserts,1
No,No,Whitefield,Dessert Parlor,Not specified,Desserts,250.0,Desserts,1
No,No,Whitefield,Cafe,Not specified,"Cafe, Desserts",350.0,Desserts,1
Yes,No,Whitefield,Quick Bites,Not specified,"North Indian, Mughlai, Chinese",250.0,Desserts,0
No,No,Whitefield,Quick Bites,Not specified,Fast Food,125.0,Desserts,1
Yes,No,Whitefield,"Bakery, Cafe","Pasta, Sandwiches, Veg Burger, Tea, Coffee, Club Sandwich, French Fries","Bakery, Desserts, Cafe, Italian, Pizza",200.0,Desserts,1
No,No,Whitefield,"Dessert Parlor, Quick Bites","Pasta, Burgers, Thick Shakes, Sunday Brunch, Apple Pie, Waffles, Sandwiches",Desserts,300.0,Desserts,1
Yes,No,Whitefield,Dessert Parlor,Not specified,Ice Cream,200.0,Desserts,0
Yes,No,Whitefield,Bakery,Samosa,Bakery,200.0,Desserts,1
Yes,No,Whitefield,Dessert Parlor,Not specified,"Bakery, Desserts",200.0,Desserts,0
Yes,No,Whitefield,Sweet Shop,Not specified,"Mithai, Fast Food",100.0,Desserts,0
Yes,No,Whitefield,Bakery,Not specified,"Bakery, Desserts",225.0,Desserts,0
Yes,No,Whitefield,Dessert Parlor,Not specified,"Desserts, Ice Cream, Beverages, Sandwich",200.0,Desserts,1
No,No,Whitefield,"Bakery, Cafe","Coffee, Opera Pastry, Masala Tea","Bakery, Cafe",200.0,Desserts,1
No,No,Whitefield,Dessert Parlor,Not specified,"Ice Cream, Desserts",100.0,Desserts,0
Yes,No,Whitefield,Dessert Parlor,Not specified,Desserts,150.0,Desserts,0
Yes,No,Whitefield,"Sweet Shop, Quick Bites",Not specified,"Mithai, North Indian, Street Food",100.0,Desserts,0
Yes,No,Whitefield,"Dessert Parlor, Kiosk","Tiramisu, Cheesecake, Kulfi","Ice Cream, Bakery, Desserts",100.0,Desserts,0
Yes,No,Whitefield,Bakery,Not specified,Bakery,75.0,Desserts,0
Yes,No,Whitefield,Sweet Shop,Not specified,"Mithai, Street Food",250.0,Desserts,0
Yes,No,Whitefield,Bakery,Not specified,"Desserts, Bakery",225.0,Desserts,0
No,No,Whitefield,"Sweet Shop, Quick Bites",Not specified,"Mithai, Street Food",100.0,Desserts,0
Yes,No,Whitefield,Kiosk,Not specified,Ice Cream,75.0,Desserts,0
Yes,No,Whitefield,Bakery,Not specified,"Desserts, Bakery",200.0,Desserts,0
Yes,No,Whitefield,Bakery,Not specified,"Bakery, Desserts",150.0,Desserts,0
No,No,Whitefield,"Dessert Parlor, Quick Bites",Not specified,"Desserts, Bakery",500.0,Desserts,0
No,No,Whitefield,Dessert Parlor,Not specified,Desserts,250.0,Desserts,0
No,No,Whitefield,Dessert Parlor,"Waffles, Chocolate Truffle Sensation, Chocolate Icecreams, Brownie","Ice Cream, Desserts",125.0,Desserts,1
No,No,Whitefield,Dessert Parlor,Not specified,Desserts,75.0,Desserts,1
Yes,No,Whitefield,Sweet Shop,Not specified,Mithai,150.0,Desserts,0
No,No,Whitefield,"Food Court, Dessert Parlor",Not specified,"Desserts, Ice Cream",200.0,Desserts,0
No,No,Whitefield,"Takeaway, Delivery",Not specified,"Bakery, Desserts",300.0,Desserts,0
No,No,Whitefield,"Takeaway, Delivery",Not specified,"Desserts, Bakery",125.0,Desserts,0
No,No,Whitefield,Takeaway,Not specified,Desserts,200.0,Desserts,0
No,No,Whitefield,Dessert Parlor,Not specified,"Desserts, Bakery",200.0,Desserts,0
Yes,No,Whitefield,Bakery,Not specified,"Bakery, Desserts",250.0,Desserts,0
No,No,Whitefield,Delivery,"Cup Cake, Chocolate Truffle",Desserts,150.0,Desserts,1
No,No,Whitefield,"Food Court, Dessert Parlor",Not specified,"Desserts, Ice Cream",150.0,Desserts,0
Yes,No,"ITPL Main Road, Whitefield","Bakery, Dessert Parlor","Brownie, Blueberry Cheesecake, Chocolate Truffle, Blueberry Shake, Tiramisu, German Chocolate, Thick Shakes","Bakery, Desserts",150.0,Desserts,1
Yes,No,"ITPL Main Road, Whitefield",Bakery,"Eggless Cake, Choco Mocha, Choco Almond, Blueberry Cake, Chocolate Cake, Choco Strawberry","Bakery, Desserts",250.0,Desserts,1
Yes,No,"ITPL Main Road, Whitefield",Bakery,Not specified,"Bakery, Desserts",300.0,Desserts,0
No,No,"ITPL Main Road, Whitefield",Beverage Shop,Not specified,"Beverages, Sandwich, Desserts",100.0,Desserts,0
Yes,No,Marathahalli,Bakery,Not specified,"Bakery, Desserts",250.0,Desserts,0
Yes,Yes,Whitefield,"Lounge, Bar","Pasta, Fish, Beer, Chicken Wings, Mocktails, Gulab Jamun, Lunch Buffet","Continental, Chinese",500.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Chaat, Cocktails, Grilled Eggplant, Salads, Mousse, Sunday Brunch, Iced Tea","North Indian, Continental, Chinese",1000.0,Dine-out,1
No,Yes,Whitefield,Fine Dining,"Vegetable Biryani, Lamb, Pizza, Idli, Fish, Lunch Buffet, Butter Naan","Continental, Asian, South Indian, North Indian",1250.0,Dine-out,1
No,Yes,Whitefield,"Microbrewery, Pub","Wheat Beer, Risotto, Craft Beer, Caesar Salad, Pizza, Hefeweizen, Cheesy Garlic Bread","Continental, European, BBQ, Chinese, Asian",1200.0,Dine-out,1
No,No,Whitefield,"Microbrewery, Pub","Keema Pav, Cocktails, Craft Beer, Pork Chops, Mocktails, Hefeweizen, Nachos","American, North Indian, Salad",1250.0,Dine-out,1
No,Yes,Whitefield,"Microbrewery, Pub","Craft Beer, Wine, Chilli Chicken, Wedges, Lamb, Cocktails, Masala Peanuts","Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos",800.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Mutton Roganjosh, Mutton Keema, Mutton Curry, Macaroon, Paan Ice Cream, Sea Food, Biryani","European, Mediterranean, North Indian, BBQ",800.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Pizza, Mutton Kebab, Chicken Biryani, Sea Food, Chicken Dim Sum, Pasta, Mocktails","Asian, Mediterranean, North Indian, BBQ",700.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Paneer Tikka, Fish, Mutton Curry, Coffee, Paan Kulfi, Mango Ice Cream, Pasta","North Indian, European, Mediterranean, BBQ, Kebab",800.0,Dine-out,1
No,No,Whitefield,Casual Dining,"Cocktails, Craft Beer, Chicken Sukha, Murgh Ghee Roast, Biryani, Neer Dosa, Vada",South Indian,850.0,Dine-out,1
No,Yes,Whitefield,"Pub, Microbrewery","Wheat Beer, Beef Burger, Pizza, Craft Beer, Pork Chops, Mezze Platter, Cocktails","Continental, BBQ, Finger Food",850.0,Dine-out,1
Yes,Yes,Whitefield,"Microbrewery, Pub","Beer, Margarita, Long Island Iced Tea, Cocktails, Pizza, Churros, Mocktails","Continental, Mediterranean, South Indian, North Indian, Asian",850.0,Dine-out,1
Yes,Yes,Whitefield,"Casual Dining, Bar","Chicken Salad, Mocktails, Mutton Curry, Chicken Dum Biryani, Egg Masala, Egg Salad, Karela Salad","Mughlai, North Indian, Biryani, Afghan",550.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Kulfi, Lunch Buffet, Murgh Lababdar, Kadhai Paneer, Dahi Kebab, Lassi, Butter Chicken",North Indian,1000.0,Dine-out,1
No,Yes,Whitefield,"Casual Dining, Bar","Mocktails, Pizza, Crispy Chicken, Beer, Nachos, Masala Peanuts, Onion Rings","North Indian, Italian, Finger Food, Continental",500.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Murgh Platter, Dessert Platter, Chicken Sizzler, Tiramisu, Lobster, Mocktails, Vegetable Biryani",North Indian,750.0,Dine-out,1
No,Yes,Whitefield,"Bar, Lounge","Margarita, Lamb, Cocktails, Nachos, Spring Roll, Long Island Iced Tea, Mocktails",Finger Food,950.0,Dine-out,1
No,Yes,Whitefield,Pub,"Tempura Prawns, Cocktails, Noodles, Masala Peanuts, Sangria, Wine, Pasta","Asian, Continental, European",750.0,Dine-out,1
Yes,No,Whitefield,"Casual Dining, Microbrewery","Beer, Tandoori Chicken, Dahi Kebab, Paneer Tikka, Dal Makhani, Mocktails, Butter Chicken",North Indian,800.0,Dine-out,1
No,Yes,Whitefield,"Bar, Casual Dining","Deep Dish Pizza, Mocktails, Burgers, Onion Rings, Thin Crust Pizza, Chicken Tenders, Pasta","American, Italian",900.0,Dine-out,1
No,No,Whitefield,Casual Dining,"Beer, Mango Lassi, Thandai, Matka Kulfi, Salads, Palak Pakoda, Lunch Buffet",North Indian,900.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Jumbo Prawns, Tai Pai Chicken, Singapore Noodles, Wine, Chilli Chicken, Cocktails, Chicken Dim Sum",Chinese,850.0,Dine-out,1
Yes,Yes,Whitefield,Bar,"Cocktails, Pasta, Fish","Continental, North Indian, Finger Food",600.0,Dine-out,1
Yes,No,Whitefield,Pub,"Cocktails, Chicken Kebab, Murgh Ghee Roast, Virgin Mojito, Honey Chilli Fries, Ice Tea, Shawarma","American, North Indian, Chinese, Finger Food, Momos",750.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Ramen, Sushi Platter, Sushi Bar, Pork Dumplings, Maki Roll, Japanese Green Tea, Thai Red Curry","Sushi, Japanese, Chinese, Thai",1000.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Appam, Risotto, Gulab Jamun, Halwa, Fish, Vegetable Stew, Tiramisu","Italian, North Indian",500.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Mocktails, Fish, Biryani, Dal Makhani, Wine, Risotto, Chaat",Modern Indian,750.0,Dine-out,1
Yes,Yes,Whitefield,"Cafe, Dessert Parlor","Pizza, Cheesecake, Burgers, Pasta, Waffles, Veg Burger, Chocolate Cake","American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",450.0,Dine-out,1
Yes,No,Whitefield,Cafe,"Burgers, Waffles, Chocolava, Coffee, Pasta, Chocolate Cake, Brownie","Cafe, Italian, Fast Food, Desserts",275.0,Dine-out,1
Yes,Yes,Whitefield,"Pub, Microbrewery","Beer, Chicken Tikka, Cosmopolitan, Burgers, Cocktails, Mocktails, Pudding","British, Continental, BBQ",800.0,Dine-out,1
No,Yes,Whitefield,Fine Dining,"Rasmalai, Salads, Pasta, Pizza, Mutton Biryani, Cocktails, Coffee","North Indian, American, Italian",1250.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Paneer Biryani, Ragi Mudde, Tangdi Kabab, Pot Biryani, Mutton Fry, Andhra Style Biryani, Hyderabadi Biryani","Andhra, Biryani, North Indian, Chinese",325.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Mutton Biryani, Hyderabadi Biryani, Chicken Biryani, Bamboo Chicken, Bbq Chicken, Vegetable Biryani, Tandoori Roti","Hyderabadi, Andhra, North Indian, Chinese, South Indian",400.0,Dine-out,1
No,No,Whitefield,Casual Dining,"Paratha, Matka Lassi, Rabri, Puri Sabzi, Masala Soda, Chaach, Veg Kolhapuri",North Indian,400.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Plain Rice, Hyderabadi Biryani, Panneer Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Boneless Biryani, Vegetable Biryani","Biryani, North Indian, Chinese, Seafood",400.0,Dine-out,1
No,Yes,Whitefield,"Casual Dining, Pub","Beer, Cocktails, Burgers, Chicken Nachos, Mocktails, Stout, Margarita","European, American",850.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Tex Mex, Burgers, Chaap, Cocktails, Chaat, Mushroom Soup, Pork Ribs","American, Tex-Mex, Burger, BBQ, Mexican",700.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Noodles, Dumplings, Jumbo Prawns, Nasi Goreng, Papaya Salad, Sushi, Momos","Malaysian, Thai, Singaporean, Asian, Chinese, Momos",500.0,Dine-out,1
Yes,Yes,Whitefield,"Casual Dining, Bar","California Roll, Cocktails, Mocktails, Maki Roll, Noodles, Veg Sushi, Momos","Asian, Japanese, Vietnamese, Korean, Chinese, Thai",900.0,Dine-out,1
No,No,Whitefield,Casual Dining,"Cocktails, Panna Cotta, Lamb Pizza, Pita Bread",Mediterranean,1000.0,Dine-out,1
Yes,Yes,Whitefield,"Casual Dining, Cafe","Mocktails, Burgers, Pavbhaji Pizza, Paneer Tikka, Sandwiches, Pasta, Salad","North Indian, Continental, Italian, Cafe, Pizza, Finger Food",700.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Rasgulla, Dal Bati, Rajasthani Thali, Kachori, Churma, Jal-jeera, Rasmalai",Rajasthani,400.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Fish, Prawn Malai Curry, Mishti Doi, Biryani, Dhokar Dalna, Mutton Kosha, Malpua","Bengali, Seafood",375.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Pasta, Creme Brulee, Tiramisu, Bbq Chicken Pizza, Steak, Salads, Wine","Continental, Italian, Mediterranean, Salad",750.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Lamb Chops, Crepe Suzette, Cocktails, Steak, Molten Chocolate Cake, Lobster Bisque, Sea Food",BBQ,1000.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Chocolate Sizzler, Mutton Curry, Egg Masala, Shawarma, Barbeque Chicken, Mutton Biryani, Crab Toast","North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",350.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Garlic Bread, Peri Peri Chicken, Burgers, Chicken Grill, Chicken Wings, Peri Fries, Mocktails","African, Burger, Desserts, Beverages, Fast Food",500.0,Dine-out,1
